game_language,model,game,experiment,instance,author_role,agentive_persons,user_mentioned,player_count,loops,frustration,confusion,excitement,trace_language_count,suspects_deception,intends_deception,main_score,aborted,lose,success
it,deepseek-r1-distill-llama-70b-t1.0,hot_air_balloon,air_balloon_survival_en_negotiation_hard,00002,0.8,1.2,0.2,1.8,0.2,1.0,3.2,1.2,1.0,0.0,0.0,0.0,1,0,0
it,deepseek-r1-distill-llama-70b-t1.0,hot_air_balloon,air_balloon_survival_en_reasoning off_hard,00004,0.8,0.6,0.2,1.4,0.0,1.2,2.6,0.0,3.0,0.0,0.0,0.0,1,0,0
it,deepseek-r1-distill-llama-70b-t1.0,hot_air_balloon,air_balloon_survival_en_negotiation_easy,00002,0.8,1.8,0.8,2.0,0.0,0.8,2.6,0.2,1.0,0.0,0.0,0.0,1,0,0
it,deepseek-r1-distill-llama-70b-t1.0,hot_air_balloon,air_balloon_survival_en_reasoning off_easy,00001,1.0,1.0,0.2,2.0,0.0,0.8,3.0,1.4,1.6,0.0,0.0,0.0,1,0,0
it,deepseek-r1-distill-llama-70b-t1.0,hot_air_balloon,air_balloon_survival_en_complexity_hard,00005,0.4,1.0,0.6,1.4,0.2,2.6,3.6,0.0,1.0,0.2,0.0,0.0,1,0,0
it,deepseek-r1-distill-llama-70b-t1.0,hot_air_balloon,air_balloon_survival_en_complexity_easy,00001,0.8,1.0,0.0,1.6,0.2,0.8,2.8,0.2,1.4,0.0,0.0,0.0,1,0,0
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,0_easy_3obj_en,00000,0.7740585774058577,1.502092050209205,0.22594142259414227,2.0,0.17154811715481172,2.071129707112971,2.0418410041841004,0.3305439330543933,1.5188284518828452,0.0,0.0,0.0,1,1,0
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,0_easy_5obj_en,00000,0.8711656441717791,1.0797546012269938,0.0,1.8711656441717792,0.1901840490797546,1.0368098159509203,2.895705521472393,0.49693251533742333,1.2638036809815951,0.0,0.0,78.57336639672374,0,0,1
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,0_easy_7obj_en,00001,0.9148936170212766,1.1312056737588652,0.0070921985815602835,2.0141843971631204,0.4078014184397163,2.095744680851064,5.205673758865248,0.46808510638297873,1.0283687943262412,0.0,0.0,25.743512419943563,0,0,1
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,1_medium_3obj_en,00001,0.7597402597402597,1.2012987012987013,0.24025974025974026,1.8181818181818181,0.22727272727272727,1.0844155844155845,3.8766233766233764,0.07142857142857142,1.3246753246753247,0.0,0.0,0.0,1,1,0
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,1_medium_5obj_en,00000,0.7718120805369127,1.3266219239373602,0.22818791946308725,2.0,0.4228187919463087,2.6733780760626398,3.7404921700223714,0.0,1.512304250559284,0.0,0.0,0.0,1,1,0
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,1_medium_7obj_en,00000,0.6287425149700598,1.2874251497005988,0.32335329341317365,1.8892215568862276,0.16167664670658682,1.0508982035928143,3.029940119760479,0.20958083832335328,1.2005988023952097,0.0,0.0,0.0,1,1,0
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,2_hard_3obj_en,00001,0.841726618705036,1.158273381294964,0.06474820143884892,2.0,0.2446043165467626,0.935251798561151,3.0431654676258995,0.23741007194244604,1.0,0.0,0.0,70.0,0,0,1
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,2_hard_7obj_en,00001,0.66875,1.396875,0.378125,1.95,0.30625,1.396875,3.73125,0.034375,1.10625,0.0,0.0,0.0,1,1,0
it,deepseek-r1-distill-llama-70b-t1.0,clean_up,2_hard_5obj_en,00001,0.5986842105263158,1.305921052631579,0.506578947368421,1.6546052631578947,0.26973684210526316,1.667763157894737,3.7927631578947367,0.0,1.0394736842105263,0.0,0.0,0.0,1,1,0
it,deepseek-r1-distill-llama-70b-t1.0,dond,semi_it,00018,1.0,1.0,0.0,2.0,1.0,1.0,4.333333333333333,1.0,2.0,0.0,0.0,0.0,0,1,0
it,deepseek-r1-distill-llama-70b-t1.0,dond,semi_it,00001,1.0,1.35,0.15,2.35,0.85,0.85,4.1,0.95,1.7,0.35,0.0,0.0,1,0,0
